,time,Inv C: Rep G,Inv C : Rep T,Inv C : Rep C,Inv C : Rep A,Inv isoC : Rep G,Inv isoC: Rep T,Inv isoC: Rep C,Inv isoC: Rep A,Inv isoC : Rep isoG
94,5730,16.24876847,0.8628899836,0.5960591133,0.7569786535,1.422824302,1.172413793,0.7512315271,1.354679803,19.37887821
95,5790,16.71592775,0.9909688013,0.6346469622,0.7298850575,1.362889984,1.066502463,0.7980295567,1.308702791,19.81181814
96,5850,16.8136289,1.07635468,1.068144499,0.5870279146,1.472906404,1.173234811,0.5903119869,1.359605911,19.52488137
97,5910,16.24876847,1.137110016,0.5648604269,0.4663382594,1.295566502,0.9162561576,0.7848932677,1.361247947,19.91827878
98,5970,16.31444992,0.7692939245,0.8924466338,0.5311986864,1.484400657,1.061576355,0.7750410509,1.280788177,19.58064647
99,6030,16.86288998,1.345648604,0.8201970443,0.6239737274,1.305418719,1.265188834,0.8366174056,1.114121511,19.6110638
100,6090,16.67487685,0.7019704433,1.077996716,0.8136288998,1.765188834,0.9031198686,0.8702791461,1.192939245,19.98722472
101,6150,16.63136289,1.210180624,0.4359605911,0.6108374384,1.536124795,0.8513957307,0.6642036125,1.513136289,19.05544065
102,6210,16.38752053,1.183087028,0.8062397373,0.6806239737,1.638752053,0.9950738916,0.8325123153,1.501642036,19.68203756
103,6270,16.94417077,1.100164204,0.8185550082,0.7430213465,1.558292282,1.36863711,0.8793103448,1.610837438,19.12235876
104,6330,16.90804598,1.174055829,0.8637110016,0.591954023,1.513957307,1.177339901,0.6822660099,1.399835796,20.05515675
105,6390,16.98850575,0.9753694581,0.7471264368,0.3341543514,1.443349754,0.9359605911,0.5500821018,1.522988506,20.11294967
106,6450,17.2816092,1.009852217,0.802134647,0.7389162562,1.494252874,0.8530377668,0.9827586207,1.314449918,19.82702681
107,6510,16.83333333,0.8316912972,0.8226600985,0.697865353,1.623973727,0.8177339901,0.8981937603,1.539408867,19.90509794
108,6570,16.81444992,1.181444992,0.5870279146,0.7684729064,1.751231527,1.024630542,0.9055829228,1.39408867,19.51068662
109,6630,16.66995074,0.9433497537,0.9745484401,1.015599343,1.447454844,0.9507389163,1.173234811,1.168308703,19.74996958
110,6690,17.11904762,0.9203612479,0.578817734,0.5730706076,1.611658456,1.23316913,1.24137931,1.642857143,20.26909194
111,6750,17.38013136,1.045977011,0.6527093596,0.5016420361,1.458128079,1.00410509,0.5697865353,1.852216749,19.70941315
112,6810,17.58374384,1.047619048,0.8776683087,0.6026272578,1.380131363,1.130541872,0.8702791461,1.789819376,20.302551
113,6870,17.1863711,0.9105090312,0.9490968801,0.5697865353,1.527093596,0.8899835796,0.9162561576,1.285714286,20.07239324
114,6930,17.5862069,0.9778325123,0.7857142857,0.8054187192,1.440065681,1.069786535,0.8070607553,1.330049261,19.57760474
115,6990,17.59359606,1.052545156,0.8201970443,0.7257799672,1.812807882,1,0.5673234811,1.542692939,20.17986779
116,7050,16.97536946,1.105090312,0.7380952381,0.7389162562,1.751231527,0.8932676519,0.9499178982,1.821018062,20.06124022
117,7110,16.80295567,0.8382594417,0.9917898194,0.513136289,1.860426929,0.9449917898,0.8374384236,1.396551724,19.77328953
118,7170,17.23563218,1.259441708,0.7224958949,0.4359605911,1.081280788,1.089490969,0.7339901478,1.58456486,19.63336983
119,7230,17.22167488,1.154351396,0.7742200328,0.855500821,1.658456486,1.122331691,0.6674876847,1.554187192,19.94261265
120,7290,17.72495895,1.08456486,0.9187192118,0.8308702791,1.957307061,0.9934318555,0.8628899836,1.772577997,19.20347163
121,7350,17.35714286,1.062397373,0.7873563218,0.5246305419,1.80952381,1.097701149,0.7725779967,1.512315271,19.69420449
122,7410,17.12233169,0.8834154351,0.9022988506,0.8374384236,2.018062397,1.13136289,0.7775041051,1.646141215,20.32485704
123,7470,17.64203612,0.8883415435,0.8095238095,0.6288998358,1.798850575,0.7536945813,0.7824302135,1.782430213,19.61511944
124,7530,17.28325123,0.671592775,0.5870279146,0.7298850575,2.027093596,1.227422003,0.7528735632,1.392446634,19.54313177
125,7590,17.62151067,1.001642036,0.8259441708,0.6724137931,1.750410509,1.031198686,0.8834154351,1.431034483,19.73476092
126,7650,17.66174056,0.8776683087,0.8661740558,0.5640394089,1.640394089,1.449917898,0.8505747126,1.568965517,20.04400373
127,7710,17.5952381,0.9720853859,0.8275862069,0.6559934319,1.284893268,1.037766831,0.7684729064,1.785714286,19.75605305
128,7770,17.52791461,0.9573070608,0.9252873563,1.04679803,1.745484401,1.154351396,0.9819376026,1.355500821,20.4242203
129,7830,17.72495895,0.9113300493,0.5147783251,0.854679803,1.619868637,1.058292282,0.947454844,1.536124795,20.02980898
130,7890,17.55747126,0.9917898194,0.815270936,0.5977011494,1.61001642,0.9778325123,1.206075534,1.665845649,20.1068662
131,7950,17.83579639,1.224958949,0.9548440066,0.7208538588,1.83908046,1.227422003,0.9146141215,1.901477833,19.94869611
132,8010,17.61658456,1.043513957,0.7446633826,0.8612479475,1.878489327,0.9367816092,0.9129720854,1.514778325,19.7884982
133,8070,17.9047619,1.195402299,0.8513957307,0.6371100164,1.831691297,1.128899836,0.6724137931,1.209359606,20.03386462
134,8130,17.29392447,1.036124795,0.6494252874,0.6280788177,1.984400657,0.9425287356,0.7569786535,1.490968801,19.74996958
135,8190,17.99753695,0.7799671593,0.7208538588,0.6256157635,1.545155993,1.140394089,0.5164203612,1.471264368,20.07137932
136,8250,17.55829228,0.8850574713,1.082922824,0.749589491,1.860426929,1.140394089,0.8842364532,1.54679803,19.74692785
137,8310,17.61083744,1.36453202,0.8727422003,0.8481116585,1.718390805,0.8037766831,0.8612479475,1.472906404,20.37251085
138,8370,17.82348112,1.20771757,0.8899835796,0.7643678161,1.667487685,1.063218391,0.8702791461,1.877668309,19.72259399
139,8430,17.77586207,0.8571428571,0.6748768473,0.5862068966,1.987684729,1.268472906,1.222495895,1.880952381,19.7986373
140,8490,18.29802956,0.7914614122,0.8998357964,0.8456486043,1.732348112,0.8916256158,0.9802955665,1.905582923,20.22954942
141,8550,17.75041051,0.9022988506,0.973727422,0.816091954,1.464696223,0.9975369458,0.8825944171,1.724958949,20.08456017
142,8610,17.48440066,0.9983579639,0.5821018062,0.8711001642,1.941707718,1.064039409,0.7955665025,1.730706076,19.75605305
143,8670,17.24466338,0.8341543514,0.7339901478,0.7955665025,1.757799672,1.264367816,1.011494253,1.791461412,20.37453867
144,8730,17.94827586,0.8374384236,0.8341543514,0.6781609195,1.804597701,1.281609195,0.7947454844,1.701970443,19.85237458
145,8790,18.26765189,0.8916256158,0.6756978654,0.9137931034,1.922824302,1.015599343,1.096059113,1.575533662,19.99128037
146,8850,17.95730706,1.054187192,0.9523809524,0.9630541872,1.834154351,1.275862069,0.8333333333,1.623152709,19.82804072
147,8910,18.36535304,1.165024631,0.9548440066,0.5106732348,2.181444992,0.9400656814,0.9860426929,1.608374384,19.27951495
148,8970,18.02955665,0.9523809524,0.9047619048,0.6067323481,1.845648604,1.052545156,0.9614121511,1.880952381,20.05414284
149,9030,18.30788177,1.367816092,0.89408867,0.7996715928,1.747947455,0.9901477833,0.6543513957,1.848111658,20.09976883
150,9090,18.37766831,1.164203612,1.022988506,0.6338259442,2.231527094,1.291461412,0.7463054187,1.724137931,20.0784767
151,9150,18.59359606,1.099343186,0.9630541872,0.5870279146,1.764367816,1.304597701,1.304597701,2.121510673,19.9192927
152,9210,18.01477833,0.9384236453,0.7922824302,0.5582922824,1.683087028,1.036124795,0.9047619048,1.632183908,20.07644888
153,9270,18.17241379,1.412972085,0.842364532,0.5796387521,2.075533662,1.255336617,1.0591133,1.89819376,20.25793892
154,9330,17.98686371,0.9802955665,1.157635468,0.5336617406,1.94499179,1.041050903,0.8801313629,1.842364532,19.50561707
155,9390,18.68144499,1.311165846,0.8768472906,0.5303776683,1.751231527,1.16091954,1.07635468,1.595238095,19.50257533
156,9450,18.13793103,1.125615764,1.011494253,0.7290640394,1.855500821,1.133825944,1.17816092,1.86453202,20.07239324
157,9510,18.21182266,1.114942529,0.9556650246,0.6157635468,1.985221675,1.353037767,0.9220032841,1.806239737,20.16567303
158,9570,18.60262726,1.050082102,1.068965517,0.6223316913,2.035303777,1.041050903,0.7413793103,1.58045977,19.92132052
159,9630,18.49178982,1.316912972,0.7980295567,0.7996715928,1.80952381,0.828407225,1.024630542,2.087848933,19.98012735
160,9690,18.39655172,1.324302135,0.749589491,0.6198686371,2.144499179,1.039408867,0.8349753695,1.761083744,20.32181531
161,9750,18.57307061,1.289819376,0.8316912972,0.7348111658,2.353037767,1.019704433,0.8037766831,1.461412151,20.16668694
162,9810,18.40394089,1.266009852,0.4876847291,0.6280788177,2.214285714,1.129720854,0.8308702791,1.926929392,19.6110638
163,9870,18.48111658,0.9679802956,1.114121511,0.6904761905,1.888341544,1.448275862,0.7701149425,2.042692939,20.21028511
164,9930,18.29638752,1.216748768,0.8103448276,0.5615763547,2.188013136,0.9729064039,1.035303777,2.250410509,19.94869611
165,9990,18.61986864,0.9950738916,0.711001642,0.8267651888,2.17816092,1.231527094,1.155993432,2.183087028,20.04298982
166,10050,18.62479475,1.027914614,0.894909688,0.7323481117,1.939244663,1.396551724,0.8267651888,1.97454844,19.6212029
167,10110,18.11904762,1.057471264,0.9540229885,0.6510673235,2.188013136,1.038587849,1.068965517,2.027093596,20.1717565
168,10170,17.9729064,1.055829228,0.724137931,0.5558292282,2.248768473,0.9441707718,1.265188834,1.960591133,19.96694651
169,10230,18.30706076,1.150246305,1.02134647,1.134646962,2.117405583,1.23316913,1.231527094,1.825944171,20.3208014
170,10290,18.48357964,1.189655172,0.8981937603,0.867816092,1.999178982,0.7159277504,1.184729064,1.828407225,20.2741615
171,10350,18.56321839,1.1272578,1.321018062,0.6798029557,1.966338259,1.281609195,1.34318555,1.798029557,20.46072109
172,10410,18.50574713,1.501642036,0.9885057471,0.7873563218,1.926929392,1.066502463,0.9729064039,1.913793103,20.22143813
173,10470,19.13300493,1.349753695,0.9178981938,0.9909688013,2.144499179,1.073891626,1.022988506,1.82183908,19.9294318
174,10530,18.5320197,1.384236453,0.7224958949,0.921182266,1.92364532,0.8669950739,1.048440066,2.034482759,20.08456017
175,10590,18.76847291,1.104269294,0.986863711,0.9819376026,2.274220033,1.185550082,0.7783251232,1.990968801,19.73374701
176,10650,18.8407225,1.215106732,0.7988505747,0.9178981938,1.969622332,1.308702791,0.815270936,2.009852217,19.77835909
177,10710,18.80377668,1.05090312,1,0.8694581281,2.111658456,0.8004926108,1.181444992,2.145320197,20.40394209
178,10770,18.24466338,1.098522167,0.5697865353,0.6912972085,1.979474548,1.155172414,0.9302134647,1.785714286,20.29443971
179,10830,18.52216749,1.366174056,0.9334975369,0.9770114943,1.905582923,1.192118227,1.001642036,2.138752053,20.20217382
180,10890,18.44827586,1.391625616,0.7947454844,0.8431855501,2.278325123,1.356321839,0.9458128079,1.838259442,19.88177799
181,10950,18.7865353,1.476190476,0.8801313629,0.6362889984,2.310344828,1.066502463,1.285714286,2.007389163,19.82195725
182,11010,18.30213465,1.051724138,0.7939244663,0.8037766831,2.569786535,1.206075534,0.8530377668,2.180623974,19.89090319
183,11070,18.65517241,1.276683087,0.8866995074,0.6272577997,2.238916256,1.1272578,1.050082102,2.073891626,20.67871193
184,11130,19.06650246,1.169129721,0.8333333333,0.880952381,2.032019704,1.18226601,1.016420361,2.139573071,19.65162023
185,11190,18.86699507,1.277504105,0.8850574713,1,1.874384236,0.9499178982,1.039408867,1.908045977,20.09774101
186,11250,18.54022989,1.094417077,0.8834154351,0.6559934319,2.041050903,1.041871921,1.10591133,1.84318555,20.28227278
187,11310,18.24466338,0.9064039409,0.9958949097,0.8169129721,2.128078818,0.9441707718,0.8045977011,2.000821018,20.03994809
188,11370,18.51067323,1.17816092,0.9893267652,0.7824302135,2.111658456,1.037766831,0.9614121511,2.095238095,20.10483838
189,11430,19.08949097,1.033661741,0.9252873563,0.815270936,2.24137931,1.362889984,0.9852216749,1.802955665,20.22042422
190,11490,19.0410509,1.04679803,0.6642036125,0.6699507389,2.469622332,1.34729064,1.009031199,1.949917898,20.15249219
191,11550,18.87110016,1.219211823,0.8875205255,0.7553366174,2.256978654,0.986863711,1.053366174,2.123973727,20.75171351
192,11610,19.42939245,1.461412151,0.6551724138,0.6354679803,2.310344828,1.036945813,1.098522167,2.290640394,20.04704546
193,11670,18.78981938,1.296387521,0.9819376026,0.9384236453,2.36453202,1.228243021,1.181444992,1.840722496,20.11700531
194,11730,18.96141215,1.038587849,0.7676518883,0.8193760263,2.198686371,1.259441708,1.023809524,2.012315271,20.26199457
195,11790,19.11658456,0.8333333333,1.040229885,0.9376026273,2.200328407,1.013957307,1.011494253,2.037766831,19.85541631
196,11850,18.69786535,1.087848933,1.07635468,0.7750410509,2.138752053,1.15681445,0.9950738916,2.060755337,20.37453867
197,11910,18.36042693,1.019704433,0.7200328407,0.7422003284,2.1863711,1.162561576,0.9022988506,1.810344828,20.00547512
198,11970,18.98686371,1.073891626,0.8308702791,0.7003284072,2.261083744,1.031198686,1.093596059,2.165845649,20.15756175
199,12030,18.6453202,1.230706076,0.7750410509,0.6896551724,2.206896552,1.320197044,0.9146141215,2.427750411,20.0227116
200,12090,18.81280788,1.018062397,0.7151067323,0.7931034483,2.492610837,1.148604269,1.044334975,2.166666667,20.07340715
201,12150,18.98850575,1.225779967,1.038587849,0.5697865353,2.632183908,1.08456486,0.9540229885,1.895730706,19.86961106
202,12210,18.79474548,0.9893267652,1.012315271,1.004926108,2.263546798,1.445812808,1.331691297,1.942528736,19.87062497
203,12270,18.82512315,1.361247947,1.02134647,0.934318555,2.532019704,0.9860426929,1.100985222,2.197865353,20.19000689
204,12330,18.85057471,1.043513957,1.103448276,0.880952381,2.587848933,0.9400656814,1.099343186,2.146141215,19.65668978
205,12390,19.23152709,1.111658456,0.6724137931,0.842364532,2.412972085,1.067323481,1.002463054,2.24137931,19.7236079
206,12450,19.32101806,1.244663383,1.273399015,0.7422003284,2.724958949,1.286535304,0.9885057471,2.038587849,19.46607454
207,12510,18.7044335,1.205254516,0.9991789819,0.7438423645,2.348111658,0.9778325123,1.183908046,2.225779967,19.79458166
208,12570,18.93596059,0.8325123153,0.921182266,0.7380952381,1.961412151,1.39408867,0.7619047619,2.296387521,19.70332968
209,12630,18.39573071,1.089490969,0.7881773399,0.802134647,2.710180624,0.9991789819,0.9220032841,1.979474548,20.20420165
210,12690,19.40229885,1.316091954,0.9926108374,1.201149425,2.106732348,1.086206897,1.149425287,2.164203612,19.83615201
211,12750,19.61247947,0.9564860427,0.9458128079,0.5763546798,2.528735632,0.9786535304,0.9638752053,2.091954023,19.64756459
212,12810,18.93431856,1.033661741,0.6280788177,1.004926108,2.096880131,1.206896552,0.8957307061,1.699507389,19.53502048
213,12870,18.78243021,1.353858785,1.027914614,0.8349753695,2.348111658,1.068965517,1.08045977,2.414614122,20.38467778
214,12930,19.59688013,1.070607553,1.110837438,0.7955665025,2.468801314,1.393267652,0.9638752053,2.407224959,20.22954942
215,12990,19.36206897,1.267651888,0.9523809524,0.8891625616,2.192939245,0.9811165846,0.9515599343,2.023809524,20.53676441
216,13050,19.52134647,1.003284072,1.109195402,0.9376026273,2.52134647,1.275041051,1.249589491,2.187192118,20.65843371
217,13110,19.28735632,1.229064039,0.8899835796,0.9991789819,2.248768473,1.124794745,1.311986864,2.298850575,20.33803788
218,13170,18.93678161,1.199507389,0.6683087028,0.89408867,2.385878489,1.192118227,0.9425287356,2.165845649,20.38974733
219,13230,19.11904762,1.225779967,0.9310344828,0.7044334975,2.671592775,1.369458128,1.277504105,2.21592775,20.41306728
220,13290,19.01970443,1.164203612,0.9244663383,0.7454844007,2.252052545,1.359605911,0.9113300493,2.041871921,20.21535467
221,13350,18.54597701,1.057471264,0.8218390805,0.9770114943,2.638752053,1.098522167,1.225779967,1.973727422,19.55022914
222,13410,19.25944171,1.177339901,1.146962233,1.054187192,2.426929392,0.8719211823,0.9055829228,2.25862069,19.73577483
223,13470,19.04515599,1.284893268,1.027093596,0.9802955665,2.536124795,1.370279146,1.139573071,2.155993432,20.03893418
224,13530,18.87931034,1.197044335,0.9638752053,0.9096880131,2.414614122,0.9597701149,0.9704433498,2.679802956,20.48404104
225,13590,19.73152709,1.259441708,0.8768472906,0.9137931034,2.403119869,0.947454844,1.072249589,2.365353038,19.71549661
226,13650,18.83825944,1.102627258,0.7857142857,0.5903119869,2.554187192,1.137110016,1.005747126,2.217569787,20.0034473
227,13710,18.95238095,1.236453202,0.9014778325,0.6018062397,2.55500821,1.264367816,1.02545156,2.355500821,20.20217382
228,13770,19.29146141,1.26683087,0.8916256158,0.855500821,2.642857143,1.513957307,0.7545155993,2.263546798,19.7053575
229,13830,18.77586207,1.106732348,0.7282430213,0.8628899836,2.246305419,1.042692939,1.001642036,2.58456486,19.90307012
230,13890,19.42692939,1.078817734,0.6403940887,0.6921182266,2.376847291,1.128078818,1.107553366,2.261904762,20.1626313
231,13950,19.07553366,1.174055829,0.8899835796,0.881773399,2.609195402,1.437602627,0.8990147783,2.556650246,19.93957091
232,14010,19.05829228,1.060755337,1.115763547,0.9359605911,2.624794745,1.320197044,1.356321839,2.287356322,20.05110111
233,14070,18.71018062,1.719211823,0.8998357964,0.788998358,2.445812808,1.173234811,1.261083744,2.140394089,19.56239607
234,14130,19.42857143,1.428571429,1.261083744,0.9047619048,2.50410509,1.205254516,1.111658456,2.465517241,20.47187411
235,14190,19.51642036,1.08456486,1.004926108,0.6486042693,2.734811166,1.408866995,1.234811166,2.458949097,19.92334834
236,14250,19.22085386,1.326765189,0.9540229885,0.881773399,3.013957307,1.04679803,1.123973727,2.44499179,20.76083871
237,14310,19.44909688,1.162561576,0.9154351396,0.89408867,2.655993432,0.9433497537,0.9646962233,2.144499179,19.93145963
238,14370,19.50985222,1.142857143,0.9482758621,0.9121510673,2.456486043,1.149425287,1.249589491,2.480295567,19.54009004
239,14430,19.30541872,1.143678161,0.8661740558,0.9072249589,2.587848933,1.02545156,0.934318555,2.295566502,20.1717565
240,14490,19.16666667,1.137110016,0.9466338259,1.055829228,2.803776683,1.414614122,1.245484401,2.468801314,19.8827919
241,14550,19.34482759,1.427750411,0.802134647,0.7610837438,2.680623974,1.312807882,1.32183908,2.371921182,20.35324654
242,14610,19.28243021,1.220853859,0.7003284072,1.17816092,2.719211823,1.383415435,1.045977011,2.351395731,20.11801922
243,14670,19.49261084,1.371100164,0.880952381,1.066502463,2.44909688,1.319376026,1.268472906,2.294745484,20.75678306
244,14730,19.32430213,0.9376026273,1.129720854,0.6215106732,2.967159278,1.450738916,1.047619048,2.086206897,20.00547512
245,14790,19.11412151,1.357963875,1.128078818,0.9162561576,2.711001642,1.358784893,0.947454844,2.285714286,20.37656649
246,14850,19.50246305,1.077175698,0.9113300493,0.89408867,3.201970443,1.070607553,0.9712643678,2.545155993,20.09165754
247,14910,19.77093596,0.9819376026,1.078817734,0.921182266,2.798029557,1.096880131,1.16091954,2.531198686,20.20420165
248,14970,18.85550082,1.125615764,0.7676518883,1.044334975,2.645320197,1.163382594,1.114942529,2.350574713,19.69623231
249,15030,18.59359606,0.9885057471,0.8653530378,0.5993431856,2.315270936,1.236453202,1.114121511,2.60591133,19.71651052
250,15090,19.49589491,0.9655172414,1.291461412,0.960591133,2.838259442,1.255336617,1.07635468,1.984400657,19.95275175
251,15150,19.01888342,1.168308703,1.195402299,0.7816091954,2.65681445,1.26683087,1.216748768,2.261904762,19.73171919
252,15210,19.57142857,1.223316913,0.9663382594,1.107553366,2.899014778,1.417077176,1.293924466,2.462233169,19.88887537
253,15270,19.42200328,1.149425287,1.032840722,0.7873563218,3.026272578,0.8719211823,1.095238095,2.499178982,19.71042706
254,15330,19.69047619,1.355500821,1.005747126,0.7619047619,3.073070608,1.286535304,1.249589491,2.362889984,20.44754025
255,15390,19.22413793,1.380131363,0.6412151067,1.224958949,2.590311987,1.247126437,1.036124795,2.353037767,20.61686337
256,15450,19.19047619,0.8382594417,1.033661741,0.8604269294,3.022167488,1.08456486,1.261904762,2.574712644,19.70637142
257,15510,19.33087028,1.192939245,0.9712643678,0.591954023,2.559934319,1.426108374,1.104269294,2.197044335,20.28734234
258,15570,18.10509031,1.065681445,0.8850574713,1.28817734,2.642036125,1.165845649,1.041871921,2.634646962,19.54820132
259,15630,19.67241379,1.351395731,0.9679802956,0.8793103448,2.935960591,1.187192118,0.9761904762,2.396551724,19.44681024
260,15690,18.89901478,1.21592775,0.9515599343,0.7257799672,3.146141215,1.376847291,1.327586207,2.413793103,20.4242203
261,15750,19.46962233,1.479474548,1.115763547,0.7709359606,2.841543514,1.067323481,1.454844007,2.447454844,19.82398508
262,15810,19.29638752,1.020525452,1.083743842,0.973727422,2.750410509,1.256157635,0.8596059113,2.376026273,19.53299266
263,15870,19.57060755,1.308702791,0.8694581281,0.73727422,2.831691297,1.523809524,0.788998358,2.517241379,19.75402523
264,15930,19.32594417,1.25862069,1.160098522,0.7224958949,2.900656814,1.279146141,1.360426929,2.78817734,20.36034392
265,15990,19.47536946,1.325944171,0.973727422,0.7586206897,2.833333333,1.376026273,1.136288998,2.554187192,19.84324938
266,16050,19.07553366,1.287356322,0.750410509,0.8481116585,2.711001642,1.304597701,0.841543514,2.380952381,20.22346595
267,16110,19.12807882,1.16091954,0.855500821,0.9055829228,2.8136289,1.458949097,1.143678161,2.490147783,19.98722472
268,16170,19.16584565,1.113300493,0.8760262726,0.8883415435,2.779146141,1.167487685,1.113300493,2.761083744,19.95579349
269,16230,19.4819376,1.137110016,0.7906403941,0.8177339901,2.914614122,1.494252874,1.061576355,2.374384236,19.14872044
270,16290,19.3546798,1.164203612,1.3136289,1.038587849,3.019704433,1.441707718,1.042692939,2.842364532,20.09976883
271,16350,19.31691297,1.064860427,1.036945813,0.9671592775,2.818555008,1.013136289,1.20771757,2.608374384,20.10585229
272,16410,19.64203612,1.473727422,0.9655172414,0.9532019704,2.751231527,1.298850575,1.279967159,2.414614122,19.84426329
273,16470,19.43103448,1.427750411,1.085385878,1.073070608,2.95320197,1.04679803,1.142857143,2.507389163,19.96086304
274,16530,19.22824302,1.275041051,0.9556650246,0.9909688013,3.054187192,1.435960591,1.189655172,2.520525452,20.14945046
275,16590,19.04187192,1.442528736,0.8382594417,0.9532019704,2.852216749,1.325944171,1.198686371,2.206896552,20.00750294
276,16650,19.6091954,1.245484401,1.07635468,0.8111658456,2.78817734,1.078817734,0.9170771757,2.516420361,20.0500872
277,16710,19.46551724,1.294745484,0.9901477833,0.9671592775,2.891625616,1.203612479,1.224137931,2.574712644,20.53372268
278,16770,19.28899836,1.493431856,0.6297208539,0.960591133,3.106732348,1.25862069,1.263546798,2.821018062,19.64249503
279,16830,19.47536946,1.201970443,0.9072249589,1.140394089,2.986042693,1.275862069,1.073891626,2.294745484,20.20724338
280,16890,18.77996716,1.353037767,0.9228243021,0.9244663383,3.163382594,1.112479475,0.9392446634,2.519704433,19.88684755
281,16950,18.72988506,1.038587849,0.9055829228,0.8711001642,2.765188834,1.15681445,1.203612479,2.661740558,20.01764205
282,17010,19.59605911,1.380952381,0.8538587849,0.775862069,2.994252874,1.032019704,1.587027915,2.532019704,19.80269295
283,17070,19.66748768,1.380131363,1.08045977,0.8916256158,2.678981938,1.41543514,1.045155993,2.507389163,20.74360222
284,17130,19.83661741,1.269293924,1.145320197,0.5968801314,2.929392447,1.165845649,1.110837438,2.798029557,19.66581498
285,17190,19.35550082,1.359605911,1.032840722,0.8596059113,2.837438424,1.340722496,1.325944171,2.869458128,19.86859715
286,17250,19.21264368,0.8341543514,0.9195402299,0.7577996716,2.799671593,1.348932677,0.9917898194,2.704433498,19.64148112
287,17310,18.73070608,1.277504105,1.312807882,0.8587848933,3.039408867,0.7988505747,1.34318555,2.688834154,19.98621081
288,17370,19.71100164,1.281609195,0.7865353038,1.002463054,2.876026273,1.234811166,1.091954023,2.906403941,20.33702397
289,17430,19.38013136,1.196223317,1.082922824,0.670771757,2.897372742,1.275862069,1.509031199,2.63136289,20.0227116
290,17490,19.03284072,1.407224959,1.145320197,1.342364532,3.109195402,1.169950739,1.206075534,2.551724138,20.22245204
291,17550,19.42939245,1.351395731,1.02955665,1.006568144,2.70771757,1.417898194,1.220032841,2.463875205,19.90002839
292,17610,18.96305419,1.318555008,0.829228243,0.9376026273,2.940065681,0.9893267652,1.306239737,2.582922824,20.34513526
293,17670,19.76190476,1.350574713,0.8119868637,0.9704433498,3.024630542,1.365353038,1.426108374,2.735632184,19.91320923
294,17730,19.29474548,1.197865353,1.081280788,1.056650246,3.054187192,1.059934319,1.366995074,2.374384236,19.27038975
295,17790,19.40640394,1.177339901,1.045977011,0.6247947455,3.450738916,1.356321839,1.554187192,2.38998358,19.98722472
296,17850,19.68472906,1.114942529,0.7996715928,0.9679802956,2.972906404,1.371100164,1.251231527,2.689655172,20.0318368
297,17910,19.18062397,1.043513957,1.162561576,1.068965517,2.850574713,1.117405583,1.200328407,2.702791461,19.75301132
298,17970,19.49507389,1.275041051,0.880952381,0.8784893268,3.087027915,1.32183908,1.47454844,2.387520525,20.26909194
299,18030,19.83251232,1.236453202,0.8259441708,1.26272578,3.183087028,1.224137931,1.298029557,2.704433498,19.73983047
300,18090,19.40804598,1.162561576,0.8128078818,1.045155993,3.106732348,1.04679803,1.100985222,2.866995074,20.15147828
301,18150,19.6863711,0.9761904762,0.6551724138,0.9688013136,2.89819376,1.23316913,1.31773399,2.890804598,20.0602263
302,18210,20.21510673,1.178981938,0.9228243021,0.7266009852,3.009031199,1.555829228,1.195402299,2.73727422,19.7418583
303,18270,19.32019704,1.298029557,0.9671592775,0.9285714286,3.119868637,1.305418719,1.153530378,2.938423645,19.4528937
304,18330,19.50492611,1.353858785,1.098522167,0.7405582923,3.304597701,1.5,1.252873563,2.526272578,20.21028511
305,18390,19.1453202,1.19047619,0.8333333333,1.260262726,3.26683087,1.291461412,1.497536946,2.881773399,20.01460032
306,18450,19.69950739,1.221674877,0.9835796388,0.9909688013,3.273399015,1.39408867,1.340722496,2.756157635,19.93551527
307,18510,19.51313629,1.52955665,1.067323481,1.000821018,3.009852217,1.226600985,1.087848933,2.643678161,19.90712577
308,18570,19.79638752,1.345648604,1.281609195,0.7873563218,3.393267652,1.20771757,1.397372742,2.734811166,20.07239324
309,18630,19.59770115,1.229885057,0.9499178982,0.9811165846,3.440065681,1.163382594,1.493431856,2.866995074,19.92233443
310,18690,20.22413793,1.293924466,1.231527094,0.8300492611,3.081280788,1.137110016,1.229885057,2.826765189,19.96897433
311,18750,19.47619048,1.457307061,1.000821018,0.539408867,3.13136289,1.276683087,1.097701149,2.794745484,20.06428195
312,18810,20.45155993,1.322660099,0.8645320197,1.071428571,3.252052545,1.370279146,1.334154351,2.609195402,20.07340715
313,18870,20.09441708,1.435139573,1.13136289,1.166666667,3.164203612,1.100164204,1.380952381,2.8727422,19.59484122
314,18930,19.58045977,1.486042693,0.8513957307,0.4277504105,3.373563218,1.047619048,1.023809524,2.91954023,19.93044572
315,18990,19.16420361,1.553366174,0.8169129721,1.102627258,3.238916256,1.214285714,1.044334975,2.695402299,19.81080423
316,19050,19.12889984,1.361247947,0.7922824302,0.7750410509,3.173234811,1.438423645,1.303776683,2.299671593,19.88786146
317,19110,19.01888342,1.383415435,0.7725779967,0.9400656814,3.389162562,1.206896552,1.283251232,2.724958949,20.11092185
318,19170,19.13300493,1.484400657,1.049261084,1.091954023,2.671592775,1.399014778,1.224958949,2.798850575,20.56312609
319,19230,19.39408867,1.522167488,1.05090312,0.9917898194,3.075533662,1.348932677,1.491789819,2.657635468,20.6016547
320,19290,19.59852217,1.198686371,1.243842365,0.9761904762,3.541050903,1.299671593,1.523809524,3.23316913,20.20420165
