,time,Inv C: Rep G,Inv C : Rep T,Inv C : Rep C,Inv C : Rep A,Inv isoC : Rep G,Inv isoC: Rep T,Inv isoC: Rep C,Inv isoC: Rep A,Inv isoC : Rep isoG
69,4140,15.09688013,0.9384236453,0.9220032841,0.5747126437,1.163382594,0.9392446634,0.6165845649,1.385057471,19.65973152
70,4200,14.76190476,0.9096880131,0.4786535304,0.7577996716,1.183087028,1.128899836,0.7060755337,0.9827586207,19.31601574
71,4260,15.0862069,0.908045977,0.7972085386,0.6683087028,0.9318555008,1.022988506,0.8604269294,1.109195402,19.52386746
72,4320,15.13875205,0.7996715928,0.73727422,0.6215106732,1.270935961,1.1272578,0.9400656814,1.403119869,19.52183964
73,4380,14.81855501,0.8998357964,0.8390804598,0.5082101806,1.142857143,0.9293924466,1.097701149,1.167487685,19.80573468
74,4440,15.28325123,0.8875205255,0.9490968801,0.5730706076,1.513136289,0.8842364532,0.9261083744,1.045977011,19.92334834
75,4500,15.37438424,1.003284072,0.6781609195,0.4589490969,1.267651888,0.7980295567,1.114121511,1.413793103,19.79356775
76,4650,15.591133,1.055829228,0.6371100164,0.5763546798,1.416256158,1.130541872,1.225779967,1.439244663,19.43667113
77,4710,15.07307061,1.155172414,0.8431855501,0.380952381,1.270114943,0.8530377668,0.7380952381,1.106732348,19.75098349
78,4770,15.54269294,0.9072249589,0.7914614122,0.5944170772,1.169129721,1.058292282,0.3579638752,1.05500821,20.10281056
79,4830,15.1182266,0.880952381,0.6165845649,0.6288998358,1.318555008,1.11001642,0.7216748768,1.168308703,19.20651336
80,4890,15.95730706,1.142857143,0.8316912972,1.011494253,1.41543514,1.132183908,0.9490968801,1.480295567,19.46810236
81,4950,15.61494253,1.087848933,0.3481116585,0.6904761905,1.270114943,0.9417077176,0.9129720854,1.541050903,19.27444539
82,5010,16.272578,0.9458128079,0.7996715928,0.5862068966,1.018883415,1.188013136,0.8366174056,1.169950739,20.34107961
83,5070,15.40311987,0.6691297209,0.5796387521,0.8095238095,1.403119869,1.249589491,0.4688013136,1.233990148,19.25112544
84,5130,16.18965517,1.350574713,0.6937602627,0.5821018062,1.380131363,0.9835796388,0.8760262726,1.093596059,20.24982764
85,5190,16.05254516,0.9958949097,1.032840722,0.7709359606,1.306239737,0.7783251232,0.658456486,1.65270936,19.78647037
86,5250,15.59359606,0.9835796388,0.7036124795,0.4129720854,1.328407225,0.8719211823,0.9573070608,1.312807882,19.71245488
87,5310,15.9909688,1.108374384,1.05090312,0.6198686371,1.52134647,0.9088669951,0.6543513957,1.387520525,19.12235876
88,5370,15.95977011,1.078817734,1.176518883,0.4983579639,1.308702791,0.9047619048,0.711001642,1.29228243,20.02169769
89,5430,16.32922824,0.8571428571,0.6855500821,0.6642036125,1.321018062,1.032840722,0.8776683087,0.828407225,19.69826013
90,5490,15.80788177,0.8497536946,0.5977011494,0.7356321839,1.382594417,0.9261083744,0.8259441708,1.104269294,19.68102364
91,5550,15.99917898,1.243842365,0.8579638752,0.7931034483,1.318555008,0.9827586207,0.6083743842,1.573070608,20.12613051
92,5610,15.76683087,0.9014778325,0.5968801314,0.6133004926,1.407224959,1.235632184,0.6748768473,1.634646962,20.05819848
93,5670,15.98686371,1.270114943,0.9236453202,0.8325123153,1.34318555,1.298850575,0.8850574713,1.534482759,19.69217666
