,time,Inv C: Rep G,Inv T: Rep G,Inv G: Rep G,Inv A: Rep G,Inv C: Rep isoG,Inv T: Rep isoG,Inv G: Rep isoG,Inv A: Rep isoG
46,4140,13.622387,0.4708642286,0.4792425956,0.2203510536,1.436052113,1.00707972,1.090025554,0.02429726446
47,4230,13.17163085,0.4197561895,0.3636211302,-0.02764861129,1.542457375,1.033890495,1.14448494,0.3745130074
48,4320,13.93657576,0.7289179339,0.4683507184,0.2354321143,1.232457794,1.132755226,1.093376901,0.3451887227
49,4410,13.51263039,0.5404046751,0.7113233631,0.3795400276,1.658916677,1.247538855,1.091701227,0.1239998324
50,4500,14.00444053,0.6183234888,0.3175401114,0.1206484856,1.358971137,1.326295505,0.7666205856,0.06032424281
51,4590,14.44262913,0.7381341377,0.552134389,0.3099995811,1.730132797,1.042268862,1.398349462,0.06786477316
52,4680,14.26584559,0.5462695321,0.7632692388,0.3200536215,1.688240962,1.369863014,1.373214361,0.1692430145
53,4770,13.75392736,0.4918101462,0.4189183528,0.273134766,1.79548406,1.263457752,1.071593146,0.3602697834
54,4860,14.69816933,0.5471073688,0.6283775292,0.4272967199,1.78291651,1.22324159,1.015458087,0.3267563152
55,4950,13.85698127,0.5764316535,0.2773239496,0.3627832935,1.403376482,1.0682418,1.250052365,0.5655397763
56,5040,13.88211638,0.2253780738,0.4658372083,0.113945792,1.906078505,1.227430774,1.0682418,0.244648318
57,5130,14.08068367,0.867998827,0.4105399858,0.3058103976,1.725943614,1.126052532,1.388295421,0.2052699929
58,5220,14.66633153,0.6870260986,0.4063508022,0.3937832516,1.761970592,1.309538771,1.105944451,0.136567383
59,5310,14.6336559,0.7004314859,0.128189016,0.415567006,1.886808261,1.181349755,1.314565791,0.1767835449
60,5400,14.97214193,0.7942691969,0.3787021909,0.2840266432,1.828997528,1.501403376,1.14448494,0.07289179339
61,5490,14.9394663,0.5420803485,0.529512798,0.35859411,1.984835156,0.9341879268,1.159566001,0.1181349755
62,5580,14.71408822,0.5973775711,0.4122156592,0.4591345147,2.028402664,1.193079469,1.186376775,0.529512798
63,5670,14.89170961,0.623350509,0.1767835449,0.2387834611,2.123078212,1.249214528,1.414268359,0.2010808094
64,5760,14.6495748,0.6426207532,0.4474048008,0.3167022747,1.934564953,1.169620041,1.232457794,0.03183779481
65,5850,15.69854635,0.4566210046,0.529512798,0.2831888065,2.0041054,1.232457794,1.410079176,0.372837334
66,5940,15.37514138,0.5596749194,0.5898370408,0.2915671736,1.94545683,1.455322358,1.233295631,0.5454316954
67,6030,15.44887102,0.7272422605,0.4180805161,0.4365129236,1.533241171,1.332160362,1.459511541,0.3904319048
68,6120,15.12043903,0.8562691131,0.4985128398,0.3661346404,1.739349001,1.491349336,1.615349168,0.2086213397
69,6210,15.12881739,0.7197017301,0.1323781995,0.452431821,2.024213481,1.364835993,1.267646936,0.4105399858
70,6300,15.65414101,0.9467554774,0.85962046,0.2345942776,1.974781115,1.357295463,1.276863139,0.07959448703
71,6390,15.69100582,0.7272422605,0.3745130074,0.458296678,1.919483893,1.331322525,1.482970969,0.6216748356
72,6480,15.79657325,0.7465125047,0.4901344728,0.3468643961,2.043483725,1.523187131,1.49805203,-0.006702693645
73,6570,15.72368145,0.7967827071,0.6535126304,0.5923505509,2.409618365,1.591051904,1.363998157,0.1348917096
74,6660,14.94952034,0.8646474802,0.3058103976,0.529512798,2.202672699,1.341376566,1.344727913,0.207783503
75,6750,15.24108751,0.631728876,0.4138913326,0.2655942357,2.211888903,1.42934942,1.347241423,0.2262159105
76,6840,15.90716769,0.580620837,0.7682962591,0.2991077039,2.050186419,1.208998366,1.36818734,0.2815131331
77,6930,16.3386536,0.6191613255,0.3719994973,0.2513510117,2.197645679,1.349754933,1.503916887,0.2940806837
78,7020,16.03954589,0.6610531607,0.2329186042,0.3988102719,2.058564786,1.604457291,1.312890118,0.3636211302
79,7110,16.03619455,0.9383771103,0.7180260567,0.2479996649,1.919483893,1.625403209,1.609484312,0.222026727
80,7200,16.20292405,0.4172426794,0.3703238239,0.5630262662,2.274726656,1.468727745,1.438565624,0.1960537891
81,7290,15.75551925,0.7498638515,0.3518914164,0.3778643542,1.909429852,1.43688995,1.673997738,0.1348917096
82,7380,16.42746429,0.9685392317,0.4373507603,0.3317833354,2.110510661,1.352268443,1.615349168,0.4616480248
83,7470,16.20962674,0.9727284152,0.4080264756,0.415567006,2.037618868,1.704997696,1.712538226,0.1466214235
84,7560,16.357086,0.9031879687,0.4172426794,0.3929454149,2.459888568,1.462862888,1.585187047,0.2421348079
85,7650,16.76511248,0.666080181,0.6752963847,0.3787021909,2.071132336,1.797159734,1.685727452,0.4256210465
86,7740,16.57995057,0.737296301,0.5337019815,0.5571614092,2.622428889,1.269322609,1.690754472,0.4189183528
87,7830,16.87235558,0.5982154078,0.2982698672,0.3460265594,2.412131875,1.929537933,1.738511164,0.0150810607
88,7920,16.04624859,1.064890453,0.5856478572,0.2379456244,2.543672238,1.784592183,1.78543002,0.1633781576
89,8010,16.42830212,0.7146747099,0.315864438,0.4474048008,2.314104981,1.384106238,1.617024842,0.1608646475
90,8100,17.37840895,0.6895396087,0.5018641867,0.4784047589,2.58640191,1.765321939,1.826484018,0.3334590088
91,8190,16.36630221,1.202295673,0.4189183528,0.3912697415,2.268861799,1.72175443,1.821456998,0.3753508441
92,8280,16.31435633,0.7012693226,0.4675128817,0.3368103557,2.226132127,1.631268066,1.438565624,-0.122324159
93,8370,16.48778853,0.5261614511,0.4507561476,0.4180805161,2.476645302,1.632943739,1.902727158,-0.02345942776
94,8460,16.94524737,0.7724854426,0.480918269,0.4323237401,2.548699259,1.664781534,1.622889699,0.5387290017
95,8550,17.12203092,1.066566126,0.5529722257,0.1734321981,2.417158896,1.966402748,1.978132462,0.4004859453
96,8640,17.25943614,0.9140798458,0.8269448285,0.2949185204,2.548699259,1.702484186,1.859997486,0.1122701186
97,8730,16.49784257,0.8705123371,0.5253236144,0.09551338444,2.350969796,1.767835449,1.822294835,0.4331615768
98,8820,17.23011185,0.7155125466,0.7163503833,0.4842696159,2.719617946,1.446943991,1.983997319,0.2739726027
99,8910,16.6947342,0.8051610741,0.4859452893,0.1918646056,2.616564032,1.820619161,1.545808722,0.07875665033
100,9000,17.11449039,0.8403502157,0.8554312764,0.4231075363,2.631645092,1.922835239,1.768673286,0.2714590926
101,9090,16.77432868,1.312052281,0.5638641029,0.2228645637,2.567131666,1.501403376,1.50307905,0.702944996
102,9180,17.14716602,0.5688911231,0.3083239077,0.42981023,2.614888358,1.992375686,2.045159398,0.3409995392
103,9270,17.42197646,0.9928364962,0.5429181852,0.08043232374,2.831888065,1.662268024,1.741024674,0.3460265594
104,9360,17.35662519,0.6828369151,0.3753508441,0.3267563152,2.817644841,1.931213606,1.620376189,0.2513510117
105,9450,17.14549034,0.9752419253,0.3510535797,0.350215743,2.898077165,1.468727745,1.761970592,0.122324159
106,9540,17.32730091,0.6736207113,0.2898915001,-0.01256755058,2.840266432,1.71672741,1.692430145,0.2848644799
107,9630,17.38511164,0.4482426375,0.6199991622,0.2714590926,2.879644757,1.766997612,1.916132546,0.3317833354
108,9720,17.26949018,0.8437015626,0.7037828327,0.2111348498,2.464915588,1.791294877,1.749403041,0.2965941938
109,9810,17.20497675,0.93083658,0.4323237401,0.3376481924,2.468266935,1.831511038,1.610322148,0.09132420091
110,9900,17.84340832,0.8839177244,0.6819990784,0.3619454568,2.701185539,2.052699929,1.950483851,0.2312429308
111,9990,17.33484144,1.033052658,0.5496208789,0.1064052616,2.986050019,1.948808177,1.739349001,0.5454316954
112,10080,17.47894935,0.9065393155,0.3384860291,0.3024590507,2.763185455,1.836538059,1.859997486,0.1843240752
113,10170,17.54932764,0.7808638096,0.6786477316,0.4549453312,3.042185078,2.000754053,2.032591848,0.2722969293
114,10260,17.37254409,0.6543504671,0.2639185623,0.4691885552,3.106698504,1.834024549,2.014997277,0.273134766
115,10350,17.91713795,1.013782414,0.5680532864,0.3577562733,3.121779565,2.01164593,2.249591555,0.3099995811
116,10440,17.4068954,0.6166478153,0.4256210465,0.3091617444,3.116752545,2.010808094,2.005781073,0.1759457082
117,10530,16.97876084,0.702944996,0.3183779481,0.35859411,3.141049809,2.020862134,1.696619329,0.1600268108
118,10620,17.60630053,0.702944996,0.7188638934,0.5588370827,2.872942064,2.082024213,1.905240669,0.3208914583
119,10710,18.12240794,1.096728248,0.5730803066,0.4021616187,2.859536676,2.150726823,2.128105232,0.3409995392
120,10800,17.62473294,1.114322818,0.6568639772,0.466675045,2.742239538,2.012483767,2.384483264,0.2052699929
121,10890,17.7881111,0.8445393993,0.4490804742,0.4717020653,3.015374304,2.01667295,1.982321646,0.2940806837
122,10980,18.20870512,0.8713501739,0.4976750031,0.8269448285,3.14859034,2.048510745,2.140672783,0.4767290855
123,11070,18.25562398,0.7205395668,0.4205940262,0.4356750869,3.236563194,2.083699887,2.162456537,0.3175401114
124,11160,17.3407063,1.040593188,0.7046206694,0.6191613255,3.192995685,2.128943069,2.28896988,0.4365129236
125,11250,18.00175946,0.8286205019,0.156675464,0.3862427213,2.71375309,1.682376105,2.008294583,0.2128105232
126,11340,17.94059738,0.7155125466,0.5931883876,0.03686481505,3.144401156,2.278078003,2.029240501,0.3921075782
127,11430,17.87189477,0.7515395249,0.7733232793,0.523647941,3.395752168,2.193456495,2.029240501,0.09635122115
128,11520,17.65992208,0.9501068242,0.3979724352,0.3468643961,3.139374136,2.330023878,2.30405094,0.3745130074
129,11610,17.9799757,1.00456621,0.6677558544,0.2312429308,3.215617276,1.958024381,1.989024339,0.5353776549
130,11700,17.91630011,0.9576473545,0.4574588413,0.4214318629,3.276779356,2.15659168,2.407942692,0.3862427213
131,11790,17.8132462,0.9802689456,0.6786477316,0.3812157011,3.371454903,2.166645721,2.042645888,0.2580537053
132,11880,17.30467932,1.030539148,0.7104855264,0.6199991622,3.100833648,2.182564618,2.15659168,0.4750534121
133,11970,18.0780026,1.205647019,0.4063508022,0.3828913745,3.073185036,2.175861925,2.148213313,0.1776213816
134,12060,17.82497591,1.137782246,0.708809853,0.1332160362,3.527292531,2.173348414,2.123916049,0.5387290017
135,12150,18.39386704,1.095890411,0.5269992878,0.4591345147,3.046374262,1.978132462,2.2939969,0.1214863223
136,12240,17.75878681,0.9115663357,0.5822965104,0.2756482762,3.037158058,2.08537556,2.30405094,0.1642159943
137,12330,18.24389427,1.177160571,0.4683507184,0.3787021909,2.955050061,1.895186628,2.318294164,0.4398642705
138,12420,17.8291651,1.007917557,0.4214318629,0.5512965523,3.527292531,2.040132378,2.093753927,0.03183779481
139,12510,18.21624565,1.047295882,0.7833773198,0.3418373759,3.508022286,2.488375016,2.213564576,0.3091617444
140,12600,18.0712999,1.128566042,0.8177286247,0.6065937749,3.603535671,2.150726823,2.202672699,0.3208914583
141,12690,17.9204893,0.8227556449,0.6401072431,0.6199991622,3.494616899,2.076159357,2.251267228,0.1759457082
142,12780,18.37794814,1.343890076,0.666080181,0.3845670479,3.449373717,2.265510452,2.00913242,0.02848644799
143,12870,18.21624565,1.00959323,0.4465669641,0.3309454987,3.7183193,2.418834569,2.449834527,0.2622428889
144,12960,18.18357002,0.7096476897,0.5563235725,0.5864856939,3.22483348,2.572158686,2.338402245,0.4122156592
145,13050,18.4751372,1.21067404,0.6669180177,0.5471073688,3.668886934,2.099618784,2.28394286,0.3644589669
146,13140,18.8152989,0.981944619,0.4934858196,0.1700808512,3.557454652,2.405429182,2.674374764,0.3175401114
147,13230,18.04281346,0.981944619,0.6526747937,0.2270537472,3.411671065,2.293159063,2.485023669,0.4197561895
148,13320,18.09392149,1.022998618,0.5647019396,0.4423777806,3.779481379,2.374429224,2.43642914,0.2295672573
149,13410,17.98248921,0.9836202924,0.5688911231,0.2915671736,3.587616773,2.562942483,2.282267186,0.5228101043
150,13500,18.62929915,0.9542960077,0.5320263081,0.6535126304,3.057266139,2.474969628,2.374429224,0.6241883457
151,13590,18.24892129,1.159566001,0.8654853169,0.609107285,3.595157304,2.634996439,2.434753467,0.3024590507
152,13680,18.67789368,1.416781869,0.6769720581,0.4122156592,3.637886976,2.406267019,2.270537472,0.5747559801
153,13770,18.92924469,0.981944619,0.7808638096,0.7079720163,3.44350886,2.638347786,2.396212978,0.2882158267
154,13860,18.40643459,1.153701144,0.5889992041,0.7079720163,3.238238867,2.162456537,2.097943111,0.06870260986
155,13950,18.41146161,1.285241506,0.7808638096,0.4281345566,3.613589711,2.672699091,2.417158896,0.4649993716
156,14040,18.28746177,0.8403502157,0.6769720581,0.3594319467,3.750157094,2.611537011,2.288132043,0.2270537472
157,14130,18.79938,0.9861338025,0.5730803066,0.3032968874,3.548238448,2.660969377,2.618239705,0.4784047589
158,14220,18.49608311,1.312890118,0.723053077,0.3753508441,3.605211344,2.371915714,2.321645511,0.1122701186
159,14310,18.58656948,1.282727996,0.6727828746,0.387080558,3.472833145,2.228645637,2.454023711,0.3812157011
160,14400,18.30673202,1.031376985,0.5814586737,0.5110803904,3.714967953,2.340915756,2.390348121,0.4750534121
161,14490,18.83540698,1.061539106,0.9576473545,0.4549453312,3.833102928,2.231159147,2.617401868,0.5538100624
162,14580,19.06078505,1.190565959,0.7892421767,0.4122156592,3.668049097,2.894725818,2.582212727,0.3719994973
163,14670,18.64102886,0.9836202924,0.7808638096,0.3694859872,3.676427464,2.611537011,2.447321017,0.5923505509
164,14760,17.90373256,1.200619999,0.617485652,0.5496208789,4.019102677,2.691131498,2.519374974,0.2681077458
165,14850,18.73235306,1.142809266,0.8009718906,0.2412969712,3.810481337,2.531104688,2.280591513,0.7037828327
166,14940,18.43659671,1.109295798,1.105106615,0.3652968037,4.409534582,2.717942273,2.380294081,0.6551883038
167,15030,18.30924553,1.063214779,0.8520799296,0.6065937749,3.616941058,2.676050438,2.826023208,0.4222696996
168,15120,19.0230824,1.110133635,0.3879183947,0.4876209627,4.277156382,2.526077667,2.298186084,0.3451887227
169,15210,18.52121821,1.182187592,0.7624314021,0.307486071,4.107913368,2.344267102,2.711239579,0.3208914583
170,15300,18.78010976,1.21821457,0.6836747518,0.4608101881,4.14812953,2.50010473,2.616564032,0.3845670479
171,15390,18.71224498,1.087512044,0.5655397763,0.4784047589,3.931129823,2.629131582,2.394537305,0.5320263081
172,15480,18.3678941,1.147836287,0.7691340958,0.5898370408,3.966318964,2.629969419,2.673536928,-0.03099995811
173,15570,19.16970382,0.8989987851,0.8135394412,0.3946210883,3.86326505,2.531104688,2.691131498,0.3669724771
174,15660,18.25646182,1.209836203,0.4147291693,0.3937832516,4.205102426,2.561266809,2.700347702,0.4138913326
175,15750,18.29584014,1.283565833,0.6350802229,0.6334045495,4.02077835,2.671023418,2.707888233,0.4164048427
176,15840,18.39889406,1.039755352,0.6384315697,0.5211344309,3.962967618,2.508483097,2.883833941,0.3493779062
177,15930,19.13535252,0.8889447447,0.6610531607,0.6074316116,4.046751288,2.28394286,2.639185623,0.2278915839
178,16020,18.35029953,1.212349713,0.7163503833,0.3024590507,4.383561644,3.048887772,2.729671987,0.344350886
179,16110,18.95186628,1.476268275,0.486783126,0.5445938587,3.973859495,2.782455699,2.44648318,0.3317833354
180,16200,18.71392066,1.095890411,0.4574588413,0.3569184366,3.833940765,2.734699007,2.903104185,0.888106908
181,16290,19.42859537,0.8989987851,0.7565665452,0.5789451636,4.027481044,2.786644883,2.58137489,0.3753508441
182,16380,18.21540782,1.269322609,0.6040802648,0.5965397344,4.133886306,2.782455699,2.803401617,0.4323237401
183,16470,18.922542,1.386619748,0.6903774454,0.3183779481,4.112102551,2.722131457,2.732185497,0.5144317373
184,16560,18.56813707,1.590214067,0.8931339282,0.4892966361,3.816346194,2.839428595,2.899752838,0.6057559382
185,16650,18.88567718,0.9149176825,0.5018641867,0.6074316116,3.943697373,2.707888233,2.743077374,0.4205940262
186,16740,19.31716308,1.21067404,0.5940262243,0.5135939005,4.09450798,2.770725986,3.027104017,0.2521888484
187,16830,19.1646768,1.116836329,0.9182690294,0.5035398601,4.152318713,2.79753676,2.779942189,0.4943236563
188,16920,18.91165012,1.186376775,0.5579992459,0.6836747518,4.362615726,2.655942357,2.521050647,0.5135939005
189,17010,18.78010976,1.203133509,0.6451342633,0.8369988689,4.060994512,2.445645344,2.813455657,0.6225126723
190,17100,19.49981149,1.219052407,0.9057014788,0.3652968037,4.255372628,2.563780319,3.006995936,0.4474048008
191,17190,18.87897449,1.158728164,0.4507561476,0.3979724352,4.37434544,2.629131582,2.988563529,0.3108374178
192,17280,18.96862302,0.9576473545,0.2547023585,0.472539902,4.260399648,2.603996481,2.64253697,0.2337564409
193,17370,19.22500105,1.044782372,0.7657827489,0.6468099367,4.29558879,2.843617779,2.882158267,0.458296678
194,17460,19.1965146,1.404214319,0.9207825395,0.4541074944,4.22185916,2.603158644,3.031293201,0.3393238658
195,17550,19.40262243,1.251728038,0.8261069917,0.3234049684,4.248669934,2.950023041,2.66264505,0.2965941938
196,17640,18.95856897,1.277700976,0.5730803066,0.4800804323,4.319048218,2.811779984,2.904779858,0.6711072012
197,17730,18.80943404,1.101755268,0.6308910393,0.486783126,4.628209962,2.993590549,2.884671777,0.2639185623
198,17820,19.05408236,1.179674082,0.6761342214,0.1952159524,4.341669809,2.733023334,2.804239454,0.580620837
199,17910,19.33559549,1.350592769,0.5102425537,0.4490804742,4.355913033,2.991077039,2.890536634,0.4717020653
200,18000,19.53164928,1.219052407,0.6149721419,0.7532151984,4.386075154,2.656780194,3.067320179,0.5789451636
201,18090,19.42608186,1.288592853,0.7423233212,0.5739181434,4.21934565,3.024590507,2.729671987,0.4784047589
202,18180,19.06329856,1.271836119,0.8512420929,0.3125130912,4.774831385,2.709563906,3.00364459,0.3761886808
203,18270,19.42524402,1.211511876,0.5077290436,0.3669724771,4.448912907,2.806752964,3.208914583,0.2655942357
204,18360,19.50400067,1.311214444,0.6024045913,0.3736751707,4.209291609,2.890536634,2.875455574,0.2823509698
205,18450,19.39005488,1.340538729,0.2639185623,0.1156214654,4.642453186,2.918185246,3.14356332,0.1541619538
206,18540,19.22583888,1.250052365,0.5613505928,0.3795400276,4.135561979,2.995266223,3.023752671,0.2169997068
207,18630,19.09346068,1.226592937,0.9953500063,0.1910267689,4.576264086,2.974320305,3.00867161,0.5311884714
208,18720,19.51740606,1.29948473,0.8663231536,0.5337019815,4.834317791,3.102509321,3.012860793,0.6811612417
209,18810,19.15127142,1.194755142,0.7054585061,0.6434585899,4.345021155,2.846969126,3.00364459,0.523647941
210,18900,18.87227179,1.413430522,0.7992962172,0.6267018558,4.528507394,2.989401366,3.040509405,0.4918101462
211,18990,19.40848729,1.239998324,0.4717020653,0.5035398601,4.254534791,3.043022915,3.260860458,0.2547023585
212,19080,19.11608228,0.9626743748,0.609107285,0.7138368732,4.574588413,2.875455574,3.094130954,0.3803778644
213,19170,19.36910896,0.8227556449,0.8043232374,0.3711616606,4.228561853,3.186292991,2.740563864,0.5471073688
214,19260,19.7855138,1.084998534,1.069079636,0.8143772779,4.571237066,2.832725902,3.034644548,0.2857023166
215,19350,18.58573164,1.575970843,0.8504042562,0.5923505509,4.508399313,3.358049516,3.001968916,0.2857023166
216,19440,18.97783922,1.287755017,1.058187759,0.6124586318,4.568723556,2.939131163,3.185455155,0.2697834192
217,19530,19.43697373,1.178836245,0.8855933978,0.1583511374,4.495831762,2.600645134,3.146914666,0.6384315697
218,19620,19.63889238,1.233295631,0.8805663776,0.5370533283,4.959155461,3.133509279,3.663859914,0.3619454568
219,19710,18.9728122,1.36567383,0.5730803066,0.4976750031,4.711155796,3.205563236,3.381508944,0.1432700767
220,19800,19.10435256,1.467052072,0.5605127561,0.5579992459,4.601399187,2.825185371,3.472833145,0.4004859453
221,19890,19.58610867,1.271836119,0.7347827908,0.5110803904,4.387750827,3.131833606,3.267563152,0.4616480248
222,19980,19.83410833,1.322106321,0.8470529094,0.6535126304,4.878723137,3.213103766,3.361400863,0.5119182271
223,20070,19.62297348,1.337187382,0.6845125885,0.3351346823,4.644966696,3.180428135,3.00113108,0.2002429726
224,20160,19.12948766,1.21067404,1.040593188,0.5244857777,4.982614888,3.275103682,3.485400695,0.5169452474
225,20250,19.6347032,1.219890243,0.4105399858,0.6241883457,5.119182271,3.336265762,3.110887688,0.258891542
226,20340,19.63554103,1.036404005,0.6979179758,0.6677558544,4.94658791,3.491265552,2.87126639,0.495161493
227,20430,19.09597419,1.256755058,0.7992962172,0.5647019396,4.892966361,3.200536215,3.193833522,0.3342968455
228,20520,18.59913703,1.231619957,0.6610531607,0.7825394831,4.913912278,3.036320221,2.987725692,0.5571614092
229,20610,19.63637887,1.473754765,0.6928909556,0.4532696577,4.754723304,2.998617569,3.088266097,0.2387834611
230,20700,18.68962339,1.518997947,0.9408906204,0.5487830422,4.710317959,3.3622387,3.305265804,0.4507561476
231,20790,19.35821708,1.499727703,1.069917473,0.5755938168,4.618155921,3.027941854,3.518076327,0.7842151565
232,20880,19.09764987,1.301998241,0.7381341377,0.3887562314,5.128398475,3.0723472,3.240752377,0.2831888065
233,20970,19.58443299,1.386619748,0.7481881781,0.4122156592,4.72288551,3.43596833,3.068158016,0.6032424281
234,21060,19.3129739,1.267646936,0.4432156173,0.4398642705,4.443885887,2.955887897,3.054752629,0.1323781995
235,21150,19.17305517,1.121025512,0.552134389,0.5940262243,4.960831134,3.618616732,3.483725022,0.7163503833
236,21240,19.54673034,1.746051695,0.7096476897,0.6702693645,4.742993591,3.113401198,3.329563068,0.5429181852
237,21330,19.5366763,1.28440367,0.5337019815,0.5043776968,5.044614805,3.429265636,3.642076159,0.3242428051
238,21420,19.56935193,1.162917347,0.9769175988,0.8805663776,4.913074442,3.717481463,3.240752377,0.1206484856
239,21510,19.63554103,1.222403754,0.8629718068,0.3577562733,4.72791253,3.211428093,3.672238281,0.486783126
240,21600,19.58024381,1.349754933,0.9383771103,0.5303506347,4.898831218,3.493779062,3.358049516,0.207783503
241,21690,19.30962255,1.255079385,0.7054585061,0.5161074107,4.935696033,3.173725441,3.539022245,0.3652968037
242,21780,19.1965146,1.187214612,0.9836202924,0.3049725608,5.105776884,3.316157681,3.43848184,0.6451342633
243,21870,19.35821708,1.49805203,1.007917557,0.4909723095,4.972560848,3.118428218,3.454400737,0.3150266013
244,21960,19.37581165,1.329646852,0.8018097273,0.2957563571,5.111641741,3.488752042,3.696535545,0.09048636421
245,22050,19.55008169,1.297809057,0.6560261405,0.6015667546,4.576264086,3.287671233,3.311130661,0.3267563152
246,22140,19.68162205,1.198944326,0.6962423024,0.4750534121,5.094885007,3.423400779,3.263373968,0.7096476897
247,22230,19.24008211,1.516484437,0.9425662938,0.4717020653,4.886263667,3.668049097,3.432616983,0.4407021072
248,22320,19.51656822,1.51061958,0.7934313602,0.8411880524,5.434208873,3.557454652,3.231536174,0.4365129236
249,22410,19.2719199,1.29445771,0.6149721419,0.6928909556,5.2339659,3.321184701,2.910644715,0.1943781157
250,22500,19.68748691,1.535754681,0.9886473126,0.5998910812,5.422479159,3.491265552,3.334590088,0.1457835868
251,22590,19.34146035,1.235809141,1.045620209,0.4859452893,5.174479494,3.107536341,3.50969796,0.4842696159
252,22680,19.31716308,1.677349085,0.8286205019,0.3971345985,5.361317079,3.29353609,3.375644087,0.4474048008
253,22770,19.17221733,1.607808638,0.910728499,0.4624858615,5.541451971,3.409157555,3.498806083,0.3409995392
254,22860,18.85551506,1.347241423,1.084998534,0.7322692807,5.145993046,3.627832935,3.50969796,0.3376481924
255,22950,19.34229819,1.382430564,0.6861882619,0.4943236563,4.944912237,3.469481798,3.706589586,0.495161493
256,23040,19.58862218,1.237484814,0.8202421348,0.6166478153,4.784047589,3.567508693,3.642913996,0.2178375435
257,23130,19.8014327,1.592727577,0.896485275,0.9417284571,5.119182271,3.550751958,3.347995476,0.3854048846
258,23220,19.82991915,1.600268108,0.6819990784,0.6836747518,5.265803695,3.260022622,3.57840057,0.8018097273
259,23310,19.1646768,1.334673872,0.873863684,0.5957018977,5.277533409,3.419211596,3.058941812,0.78840434
260,23400,19.12781199,1.094214738,0.7280800972,0.480918269,5.345398182,3.65715722,3.574211386,0.580620837
261,23490,19.46797369,1.5818357,0.9157555192,0.4859452893,5.161911943,3.778643542,3.564995182,0.335972519
262,23580,19.96900004,1.65305182,0.7138368732,0.5889992041,5.134263332,3.627832935,3.530643878,0.3862427213
263,23670,19.43529806,1.540781702,0.8177286247,0.4993506766,5.454316954,3.888400151,3.591805957,0.6870260986
264,23760,19.76540572,1.390808931,0.7951070336,0.4993506766,4.952452767,3.639562649,3.908508232,0.3669724771
265,23850,18.77256923,1.361484647,0.6468099367,0.5722424699,5.194587575,3.798751623,3.73591387,0.7967827071
266,23940,19.63889238,1.412592686,0.9048636421,0.6359180596,4.943236563,3.341292782,3.657995057,0.3569184366
267,24030,19.41937916,1.214863223,1.121863349,0.6065937749,5.615181601,3.688995015,3.36726572,0.1608646475
268,24120,19.44786561,1.64299778,0.7071341795,0.4733777387,5.141803862,3.511373633,3.621130242,0.3854048846
269,24210,19.49897365,1.183863265,1.181349755,0.674458548,5.470235851,3.845670479,3.508860123,0.4608101881
270,24300,19.57940597,1.380754891,0.9375392736,0.853755603,5.641992376,3.50467094,3.849021826,0.5261614511
271,24390,19.7855138,1.553349252,0.7071341795,0.415567006,5.354614386,3.596832977,3.972183821,0.2655942357
272,24480,19.52578442,1.602781618,0.7842151565,0.3971345985,5.202965942,3.813832684,3.774454359,0.1725943614
273,24570,19.74613548,1.227430774,0.5630262662,0.617485652,5.367181936,3.385698127,3.490427716,0.4122156592
274,24660,19.14205521,1.347241423,0.7297557706,0.466675045,5.187047045,3.927778476,3.43596833,0.3376481924
275,24750,19.75032466,1.480457459,0.7264044238,0.6962423024,5.4576683,3.287671233,3.545724938,0.3066482343
276,24840,19.80981107,1.529889824,1.244187508,0.4515939843,5.090695823,3.651292363,3.768589502,0.4063508022
277,24930,19.3883792,1.28189016,1.335511709,0.4943236563,5.490343932,3.542373591,3.853211009,0.5194587575
278,25020,19.9656487,1.544970885,0.7490260148,0.9232960496,5.708181475,3.404130535,4.060156675,0.4608101881
279,25110,19.54840602,1.323781995,1.058187759,0.637593733,5.419965649,4.121318755,3.58091408,0.3711616606
280,25200,19.34648737,1.559214109,0.8847555611,0.6334045495,5.610154581,3.547400612,3.826400235,0.5211344309
281,25290,19.61208161,1.266809099,0.8998366218,0.3669724771,5.435884546,3.347157639,3.65967073,0.4784047589
282,25380,19.58191948,1.317079301,0.8043232374,0.3828913745,5.718235516,3.626157262,3.669724771,0.4105399858
283,25470,19.84500021,1.521511457,1.053160739,0.7733232793,5.66126262,3.714130116,3.690670688,0.4515939843
284,25560,19.80645972,1.725943614,1.087512044,0.6300532026,5.276695572,3.642076159,3.967156801,0.6258640191
285,25650,19.32805496,1.433538603,0.6819990784,0.3979724352,5.678019354,3.725021993,4.127183612,0.5244857777
286,25740,19.89024339,1.454484521,0.85962046,0.4130534959,5.466884504,3.741778727,3.450211554,0.5563235725
287,25830,19.86845964,1.817267815,0.8529177663,0.924971723,5.886640694,3.469481798,3.897616355,0.3652968037
288,25920,19.74781115,1.841565079,1.059863433,0.2815131331,5.6562356,3.795400276,3.756021951,0.438188597
289,26010,19.37664949,1.812240794,0.7381341377,0.4624858615,5.720749026,3.812994847,4.063508022,0.3996481086
290,26100,20.11310796,1.531565498,1.143647103,0.4423777806,5.876586653,3.817184031,3.911859579,0.1022160781
291,26190,19.95475682,1.815592141,0.7783502995,0.5102425537,5.987181098,4.223534833,3.730049013,0.5253236144
292,26280,19.66151397,1.756943572,0.7389719744,0.6401072431,5.280884756,3.742616564,4.009886473,0.3460265594
293,26370,19.84918939,1.657241004,0.8671609903,0.8101880943,5.502911483,3.758535461,3.895102844,0.4063508022
