,time,Inv C: Rep G,Inv T: Rep G,Inv G: Rep G,Inv A: Rep G,Inv C: Rep isoG,Inv T: Rep isoG,Inv G: Rep isoG,Inv A: Rep isoG
23,2070,9.486825018,0.5931883876,0.2245402371,0.02429726446,1.163755184,0.5621884295,0.3242428051,0.1114322818
24,2160,10.22160781,0.3887562314,0.3611076201,0.4164048427,1.115160655,0.888106908,0.6442964266,0.1399187298
25,2250,10.23417536,0.0888106908,0.09299987432,0.2287294206,0.9593230279,0.6007289179,0.9115663357,-0.0594864061
26,2340,10.2190943,0.3921075782,0.2521888484,0.6099451217,0.8981609484,0.5965397344,0.7062963428,0.4205940262
27,2430,10.40006703,0.1558376272,0.2371077877,0.2857023166,1.105106615,1.044782372,0.6040802648,0.3711616606
28,2520,10.66817477,0.5739181434,0.09132420091,0.4323237401,1.129403879,0.9140798458,0.9149176825,0.1298646894
29,2610,10.39420217,0.4943236563,0.2237024004,0.1214863223,1.193917306,0.688701772,0.9526203343,0.09048636421
30,2700,11.04687696,0.4214318629,0.2915671736,0.5404046751,1.187214612,0.7507016882,0.7657827489,0.1265133425
31,2790,11.48338989,0.3150266013,0.2061078296,0.3552427632,0.9970256797,0.6342423862,1.141133593,0.04691885552
32,2880,10.94885007,0.4432156173,0.4884587994,0.4499183109,0.9777554355,0.5228101043,0.8235934816,0.2907293369
33,2970,12.07071342,0.5278371245,0.3099995811,0.3954589251,1.400862972,0.6937287923,0.6560261405,0.3703238239
34,3060,11.72803821,0.2547023585,0.4088643123,0.1156214654,1.111809308,0.9777554355,0.4407021072,0.3552427632
35,3150,11.97603787,0.7406476478,0.2345942776,0.3409995392,1.402538645,0.8202421348,1.07326882,0.06786477316
36,3240,11.97687571,0.3962967618,0.4700263919,0.1658916677,1.246701018,0.7833773198,0.8772150308,0.08378367056
37,3330,12.28352394,0.5915127142,0.7423233212,0.2823509698,1.126890369,0.9082149889,1.00707972,0.4800804323
38,3420,12.35138871,0.6685936911,0.3083239077,0.193540279,1.324619832,0.8336475221,0.9341879268,0.3200536215
39,3510,12.13019982,0.3895940681,0.4264588832,0.3661346404,1.21821457,0.8118637678,1.067403963,0.1868375854
40,3600,12.01625403,0.7121611998,0.5001885133,0.2312429308,1.307025261,1.206484856,1.060701269,0.3703238239
41,3690,12.57006409,0.4541074944,0.179297055,0.1432700767,1.570943823,1.245025345,0.8830798877,0.2396212978
42,3780,13.16911734,0.3694859872,0.523647941,0.3267563152,1.653889657,1.192241632,1.198106489,0.06451342633
43,3870,12.86498261,0.9048636421,0.387080558,0.2438104813,1.343052239,1.033890495,0.9291609065,0.2580537053
44,3960,12.79544217,0.4474048008,0.5579992459,0.1575133007,1.454484521,1.28691718,1.064890453,0.3745130074
45,4050,13.30149554,0.7532151984,0.5018641867,-0.07205395668,1.518160111,1.0020527,0.8579447866,0.1826484018
